序号,转债名称,转债代码,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌.1,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度,转债名称.1
139,敖东转债!,127006,吉林敖东,623,金融,104.40100000000001,0.01%,-0.14%,15.48,-0.51%,44.0,1.7%,20.62,0.84,-24.9%,75.07,39.1%,转股中,4.27年,2.27年,13.4%,10.0%,24.1,0.90%,0.52%,0.82%,-0.93%,-1.09%,91.75,90.07,6.93,97.0,7.6%,30%,30%,16%,0.26,-1.26,1.84,AA+,4.5%,39,敖东转债!
140,长证转债!,127005,长江证券,783,金融,114.1,-0.17%,0.05%,6.25,-0.32%,12.0,0.2%,7.43,1.29,-15.9%,84.12,35.6%,转股中,4.27年,无权,14.5%,12.2%,50.0,-0.94%,-1.35%,-1.02%,无权,无权,无权,93.11,11.0,104.11,9.6%,32%,32%,18%,0.41,-1.42,2.33,AAA,4.0%,27,长证转债!
141,星源转债!,123009,星源材质,300568,汽车,112.36,0.68%,0.44%,25.18,1.98%,0.5,0.1%,26.64,2.39,-5.5%,94.52,18.9%,转股中,4.25年,2.25年,8.3%,7.8%,4.8,-0.44%,-0.89%,-0.53%,-3.54%,-3.78%,91.68,90.0,18.78,108.78,3.3%,59%,23%,17%,0.57,-0.31,1.45,AA,5.0%,11,星源转债!
142,杭电转债!,113505,杭电股份,603618,能源电力,99.41,0.04%,0.14%,5.22,0.77%,2.0,0.3%,7.24,1.46,-27.9%,72.1,37.9%,转股中,4.25年,2.25年,20.8%,15.0%,7.5,3.08%,2.50%,2.97%,1.62%,1.34%,91.92,92.07,5.44,97.51,1.9%,40%,21%,16%,0.24,-0.32,0.79,AA,5.0%,45,杭电转债!
143,艾华转债!,113504,艾华集团,603989,电子,110.44,1.10%,0.60%,20.41,2.92%,0.9,0.1%,21.43,3.99,-4.8%,95.24,16.0%,转股中,4.24年,2.24年,8.7%,8.3%,6.9,0.08%,-0.39%,-0.02%,-2.77%,-3.02%,91.97,90.5,18.47,108.97,1.3%,38%,19%,16%,0.58,0.08,1.08,AA,5.0%,17,艾华转债!
144,玲珑转债!,113019,玲珑轮胎,601966,汽车,124.45,-0.40%,0.57%,20.5,0.24%,3.7,0.2%,18.55,2.39,10.5%,110.51,12.6%,转股中,3.23年,1.23年,8.1%,9.0%,20.0,-2.98%,-3.67%,-3.12%,-12.4%,-12.5%,95.68,98.19,21.58,119.77,3.9%,30%,24%,16%,0.68,-0.18,1.54,AA+,4.5%,13,玲珑转债!
145,大族转债!,128035,大族激光,2008,机械装备制造,109.6,0.97%,-0.59%,36.55,3.31%,4.5,0.2%,52.3,4.77,-30.1%,69.89,56.8%,转股中,4.17年,2.17年,5.9%,4.1%,23.0,-0.27%,-0.64%,-0.34%,-1.91%,-2.29%,94.61,90.46,6.17,96.63,13.4%,42%,42%,16%,0.11,-2.32,2.75,AA+,4.5%,28,大族转债!
146,无锡转债!,110043,无锡银行,600908,金融,103.56,-0.31%,0.24%,5.23,-0.19%,11.0,0.4%,6.52,0.9,-19.8%,80.21,29.1%,转股中,4年55天,无权,31.0%,24.9%,30.0,1.40%,0.96%,1.31%,无权,无权,无权,91.58,9.56,101.14,2.4%,39%,23%,18%,0.36,-0.26,0.99,AA+,4.5%,55,无锡转债!
147,江银转债!,128034,江阴银行,2807,金融,106.5,0.00%,0.37%,4.39,0.69%,1.6,0.1%,4.68,0.87,-6.2%,93.8,13.5%,转股中,4年51天,无权,18.4%,17.3%,17.6,0.71%,0.27%,0.62%,无权,无权,无权,91.62,17.18,108.81,-2.1%,43%,16%,18%,0.54,0.83,0.28,AA+,4.5%,46,江银转债!
148,道氏转债!!,123007,道氏技术,300409,建筑,102.789,0.55%,-0.29%,10.93,1.11%,0.2,0.1%,15.05,2.15,-27.4%,72.62,41.5%,转股中,4年22天,2年22天,6.0%,4.4%,3.0,2.19%,1.62%,2.07%,0.33%,0.02%,91.07,88.91,7.29,96.2,6.8%,61%,29%,16%,0.24,-1.26,1.79,AA-,6.0%,19,道氏转债!!
149,迪龙转债!,128033,雪迪龙,2658,城市公用设施,98.85,0.02%,0.05%,6.52,0.31%,1.1,0.2%,8.93,1.99,-27.0%,73.01,35.4%,转股中,4年21天,2年21天,13.2%,9.6%,5.2,2.79%,2.30%,2.70%,1.91%,1.63%,92.54,90.86,6.7,97.56,1.3%,38%,21%,17%,0.24,-0.13,0.6,AA,5.0%,44,迪龙转债!
150,吉视转债!,113017,吉视传媒,601929,传媒娱乐,97.06,-0.14%,0.14%,2.03,0.00%,16.0,1.0%,2.95,0.94,-31.2%,68.81,41.0%,转股中,4年21天,2年21天,24.7%,17.0%,15.6,3.27%,2.77%,3.17%,2.75%,2.47%,93.52,92.6,3.99,96.59,0.5%,28%,19%,16%,0.16,0.01,0.31,AA+,4.5%,33,吉视转债!
151,航电转债,110042,中航电子,600372,航空航天,115.75,0.41%,-0.12%,13.68,0.51%,1.4,0.1%,14.18,3.3,-3.5%,96.47,20.0%,转股中,4年19天,2年19天,10.0%,9.6%,24.0,-1.32%,-1.76%,-1.41%,-5.04%,-5.31%,94.77,93.99,16.16,110.15,5.1%,35%,25%,16%,0.55,-0.47,1.59,AAA,4.0%,13,航电转债
152,蒙电转债!,110041,内蒙华电,600863,能源电力,115.18,-0.06%,0.06%,2.67,0.00%,10.0,0.5%,2.82,1.34,-5.3%,94.68,21.7%,转股中,4年16天,2年16天,12.0%,11.4%,18.7,-0.95%,-1.44%,-1.05%,-4.81%,-5.08%,94.90,94.98,14.59,109.57,5.1%,24%,24%,16%,0.53,-0.53,1.59,AAA,4.0%,9,蒙电转债!
153,双环转债!,128032,双环传动,2472,机械装备制造,96.87200000000001,0.12%,-0.07%,5.39,1.70%,14.0,1.5%,9.93,1.08,-45.7%,54.28,78.5%,转股中,4年19天,2年19天,27.0%,14.7%,10.0,3.45%,2.92%,3.34%,2.97%,2.66%,92.79,91.32,2.27,93.59,3.5%,34%,31%,16%,0.03,-0.66,0.71,AA,5.0%,32,双环转债!
154,天康转债!!,128030,天康生物,2100,农业,157.4,-4.66%,3.55%,12.44,-1.11%,50.0,17.1%,8.05,3.33,54.5%,154.53,1.9%,转股中,4年16天,2年16天,1.4%,2.1%,1.8,-8.05%,-8.55%,-8.15%,-13.4%,-13.5%,92.83,93.0,61.53,154.53,1.9%,41%,>100%,16%,1.0,0.62,1.37,AA,5.0%,9,天康转债!!
155,太阳转债!,128029,太阳纸业,2078,造纸包装印刷,119.01,-1.11%,0.06%,8.68,-1.81%,0.8,0.1%,8.65,1.64,0.3%,100.35,18.6%,转股中,3年16天,1年16天,5.3%,5.3%,12.0,-3.08%,-3.57%,-3.18%,-11.8%,-12.0%,96.21,94.87,15.75,110.61,7.6%,36%,30%,16%,0.58,-0.96,2.18,AA+,4.5%,11,太阳转债!
156,赣锋转债!,128028,赣锋锂业,2460,有色金属,108.86200000000001,0.52%,-0.03%,28.74,2.94%,9.9,1.0%,42.28,4.7,-32.0%,67.98,60.1%,转股中,4年15天,2年15天,2.5%,1.7%,9.3,0.22%,-0.24%,0.13%,-2.69%,-2.90%,92.16,90.47,5.04,95.51,14.0%,55%,45%,17%,0.17,-2.39,2.96,AA,5.0%,17,赣锋转债!
157,铁汉转债!,123004,铁汉生态,300197,城市公用设施,99.303,0.30%,-0.40%,3.15,-0.32%,2.3,0.3%,3.98,1.14,-20.9%,79.15,25.5%,转股中,4年12天,2年12天,11.3%,8.9%,8.3,2.69%,2.20%,2.59%,1.71%,1.43%,92.66,90.97,7.89,98.86,0.4%,56%,17%,15%,0.31,0.05,0.57,AA,5.0%,35,铁汉转债!
158,泰晶转债!,113503,泰晶科技,603738,电子,110.73,0.07%,0.03%,15.12,0.27%,6.5,9.2%,17.9,3.49,-15.5%,84.47,31.1%,转股中,4年9天,2年9天,2.5%,2.1%,0.6,0.49%,-0.09%,0.38%,-3.11%,-3.39%,93.02,93.19,10.42,103.61,6.9%,63%,28%,16%,0.4,-1.13,1.99,AA,5.0%,29,泰晶转债!
159,众兴转债!,128026,众兴菌业,2772,农业,93.025,0.08%,-0.09%,6.7,-0.15%,2.4,0.3%,11.54,1.02,-41.9%,58.06,60.2%,转股中,4年7天,2年7天,37.3%,21.7%,9.2,4.58%,4.03%,4.47%,5.01%,4.68%,91.16,88.23,4.01,92.24,0.9%,35%,22%,16%,0.05,-0.17,0.26,AA-,6.0%,57,众兴转债!
160,蓝思转债!,123003,蓝思科技,300433,电子,127.35,-0.32%,-0.06%,13.05,-0.46%,14.0,0.5%,10.44,3.0,25.0%,125.0,1.9%,转股中,4年2.6天,2年2.6天,4.1%,5.1%,22.3,-3.59%,-4.04%,-3.68%,-9.36%,-9.59%,93.74,92.81,39.25,132.06,-3.6%,56%,<2%,16%,0.84,1.53,0.21,AA+,4.5%,32,蓝思转债!
161,特一转债!,128025,特一药业,2728,医药,108.45,0.05%,0.09%,16.11,0.19%,0.4,0.1%,15.45,3.07,4.3%,104.27,4.0%,转股中,4年0.6天,2年0.6天,10.5%,10.9%,3.4,0.43%,-0.05%,0.34%,-2.35%,-2.61%,90.94,87.8,27.56,115.36,-6.0%,34%,7%,17%,0.71,1.66,-0.15,AA-,6.0%,31,特一转债!
162,亚太转债!,128023,亚太股份,2284,汽车,93.24,0.10%,-0.09%,4.63,0.43%,1.6,0.2%,10.34,1.35,-55.2%,44.78,108%,转股中,3.999年,1.999年,29.3%,13.1%,10.0,4.85%,4.25%,4.73%,4.64%,4.37%,92.56,92.72,0.37,93.09,0.2%,38%,25%,17%,0.01,-0.02,0.05,AA,5.0%,57,亚太转债!
163,众信转债!,128022,众信旅游,2707,旅游餐饮酒店,98.92299999999999,-0.17%,-0.02%,5.12,-1.54%,0.8,0.1%,7.91,1.97,-35.3%,64.73,52.8%,转股中,3.99年,1.99年,15.6%,10.1%,7.0,2.69%,2.22%,2.60%,1.69%,1.46%,92.37,90.67,4.21,94.89,4.3%,40%,28%,17%,0.12,-0.76,1.0,AA,5.0%,16,众信转债!
164,兄弟转债!,128021,兄弟科技,2562,医药,107.3,-0.46%,-0.10%,4.49,-1.32%,0.8,0.1%,5.25,1.86,-14.5%,85.52,25.5%,转股中,3.98年,1.98年,12.5%,10.7%,5.1,0.59%,0.13%,0.50%,-2.10%,-2.32%,92.40,90.71,11.63,102.34,4.8%,53%,25%,16%,0.43,-0.72,1.59,AA,5.0%,19,兄弟转债!
165,国祯转债!,123002,国祯环保,300388,城市公用设施,123.7,0.00%,0.32%,10.07,0.40%,3.0,0.5%,8.6,2.05,17.1%,117.09,5.6%,转股中,3.97年,1.97年,7.3%,8.6%,5.0,-3.00%,-3.44%,-3.09%,-8.44%,-8.65%,92.45,90.76,33.94,124.69,-0.8%,50%,16%,16%,0.8,0.82,0.79,AA,5.0%,9,国祯转债!
166,水晶转债!,128020,水晶光电,2273,电子,123.471,-0.25%,0.25%,13.47,0.00%,6.1,0.4%,12.23,3.8,10.1%,110.14,12.1%,转股中,3.95年,1.95年,7.3%,8.1%,11.2,-2.67%,-3.16%,-2.77%,-8.65%,-8.82%,92.05,91.86,27.11,118.97,3.8%,50%,24%,16%,0.73,-0.21,1.68,AA,5.0%,18,水晶转债!
167,济川转债!,110038,济川药业,600566,医药,105.51,-0.13%,0.13%,21.46,-0.92%,23.0,3.5%,38.81,3.07,-44.7%,55.3,90.8%,转股中,2.94年,0.94年,3.6%,2.0%,6.3,0.90%,0.37%,0.79%,-3.83%,-4.01%,95.74,93.96,0.79,94.74,11.4%,36%,50%,15%,0.0,-2.08,2.14,AA,5.0%,25,济川转债!
168,嘉澳转债!,113502,嘉澳环保,603822,城市公用设施,96.81,0.11%,-0.13%,22.45,-0.93%,0.3,0.1%,45.04,2.23,-50.2%,49.84,94.2%,转股中,3.93年,1.93年,11.2%,5.6%,1.9,3.92%,3.31%,3.80%,2.92%,2.65%,91.04,89.68,2.27,91.95,5.3%,49%,39%,17%,0.02,-1.0,1.04,AA-,6.0%,36,嘉澳转债!
169,久立转2!,128019,久立特材,2318,石油天然气化工,118.8,-0.67%,-1.79%,8.41,-3.56%,9.6,0.8%,7.92,2.28,6.2%,106.19,11.9%,转股中,3.93年,1.93年,14.7%,15.6%,10.4,-2.02%,-2.47%,-2.11%,-6.82%,-7.04%,92.65,90.95,25.63,116.58,1.9%,33%,22%,17%,0.69,0.13,1.25,AA,5.0%,20,久立转2!
170,时达转债!,128018,新时达,2527,机械装备制造,96.00399999999999,0.53%,-0.58%,4.91,-0.41%,1.1,0.1%,7.45,1.22,-34.1%,65.91,45.7%,转股中,3.92年,1.92年,28.9%,19.0%,8.8,3.67%,3.15%,3.57%,3.35%,3.08%,92.90,91.42,3.8,95.22,0.8%,34%,20%,16%,0.12,-0.11,0.35,AA,5.0%,44,时达转债!
171,小康转债!,113016,小康股份,601127,汽车,97.16,0.07%,-0.11%,12.76,-0.16%,0.6,0.1%,17.12,2.43,-25.5%,74.53,30.4%,转股中,3.92年,1.92年,7.3%,5.5%,8.8,3.35%,2.84%,3.25%,2.76%,2.48%,92.90,91.42,6.23,97.65,-0.5%,30%,16%,16%,0.24,0.24,0.25,AA,5.0%,39,小康转债!
172,金禾转债!,128017,金禾实业,2597,石油天然气化工,114.905,-0.08%,0.06%,19.13,-0.05%,0.1,0.0%,22.96,2.65,-16.7%,83.32,37.9%,转股中,3.91年,1.91年,5.6%,4.7%,6.0,-1.18%,-1.63%,-1.27%,-5.37%,-5.59%,92.74,91.04,10.85,101.89,12.8%,35%,35%,17%,0.38,-2.09,3.08,AA,5.0%,17,金禾转债!
173,林洋转债!,113014,林洋能源,601222,能源电力,98.67,0.11%,-0.11%,4.43,0.45%,5.9,0.2%,8.59,0.81,-48.4%,51.57,91.3%,转股中,3.89年,1.89年,38.5%,19.9%,30.0,2.96%,2.44%,2.86%,2.02%,1.75%,93.03,91.54,2.06,93.61,5.4%,36%,36%,16%,0.01,-1.01,1.04,AA,5.0%,25,林洋转债!
174,雨虹转债!,128016,东方雨虹,2271,建筑,122.398,-0.35%,-0.27%,23.26,-0.94%,2.5,0.1%,22.43,3.95,3.7%,103.7,18.0%,转股中,3.81年,1.81年,5.3%,5.5%,18.4,-2.86%,-3.31%,-2.95%,-8.63%,-8.85%,94.07,93.14,21.21,114.35,7.0%,51%,29%,16%,0.66,-0.82,2.18,AA+,4.5%,17,雨虹转债!
175,国君转债!,113013,国泰君安,601211,金融,117.66,-0.83%,0.61%,16.88,-0.53%,37.0,0.4%,19.4,1.26,-13.0%,87.01,35.2%,转股中,3.59年,无权,4.7%,4.1%,70.0,-2.07%,-2.54%,-2.17%,无权,无权,无权,95.23,9.78,105.01,12.0%,27%,35%,17%,0.41,-1.81,2.79,AAA,4.0%,22,国君转债!
176,久其转债!,128015,久其软件,2279,计算机及应用,95.876,0.29%,-0.31%,5.66,-0.53%,6.1,0.8%,9.48,4.21,-40.3%,59.7,60.6%,转股中,3.51年,1.51年,19.4%,11.6%,7.8,4.57%,3.90%,4.43%,4.13%,3.82%,90.94,87.18,4.82,92.0,4.2%,45%,31%,17%,0.04,-0.8,0.87,A+,7.5%,73,久其转债!
177,模塑转债!,127004,模塑科技,700,汽车,95.06200000000001,0.05%,0.02%,3.89,3.46%,1.9,0.2%,7.59,1.46,-48.7%,51.25,85.5%,转股中,3.49年,1.49年,25.5%,13.1%,8.2,5.54%,4.74%,5.38%,4.87%,4.52%,94.87,96.73,0.35,97.08,-2.1%,35%,<2%,17%,0.02,0.43,-0.36,AA,5.0%,90,模塑转债!
178,永东转债!,128014,永东股份,2753,石油天然气化工,98.429,0.03%,-0.02%,7.41,0.41%,0.1,0.0%,12.64,1.79,-41.4%,58.62,67.9%,转股中,3.37年,1.37年,12.1%,7.1%,3.4,4.08%,3.37%,3.94%,2.90%,2.53%,94.09,92.7,2.43,95.13,3.5%,52%,32%,17%,0.03,-0.66,0.71,AA-,6.0%,43,永东转债!
179,骆驼转债!,113012,骆驼股份,601311,汽车,100.64,-0.16%,0.15%,8.68,-0.12%,4.3,0.8%,13.29,1.2,-34.7%,65.31,54.1%,转股中,3.30年,1.30年,6.8%,4.4%,5.1,2.44%,1.92%,2.34%,1.30%,0.95%,95.53,92.93,3.55,96.48,4.3%,35%,30%,16%,0.06,-0.77,0.88,AA,5.0%,21,骆驼转债!
180,光大转债,113011,光大银行,601818,金融,119.24,-0.37%,-0.24%,4.15,-0.95%,111.0,0.3%,3.97,0.7,4.5%,104.53,14.1%,转股中,3.28年,无权,13.8%,14.4%,300.0,-2.67%,-3.18%,-2.77%,无权,无权,无权,96.38,18.82,115.2,3.5%,20%,20%,16%,0.64,-0.08,1.36,AAA,4.0%,29,光大转债
181,洪涛转债!,128013,洪涛股份,2325,建筑,97.1,0.29%,-0.29%,3.09,0.00%,8.8,0.8%,8.0,1.2,-61.4%,38.62,151%,转股中,2.65年,0.65年,31.1%,12.0%,12.0,5.38%,4.54%,5.21%,5.99%,5.53%,97.84,98.02,0.42,98.44,-1.4%,33%,<2%,16%,0.0,0.28,-0.26,AA,5.0%,94,洪涛转债!
182,海印转债!,127003,海印股份,861,商业零售,103.41799999999999,-0.04%,-0.37%,2.56,-1.54%,1.8,0.2%,3.01,1.63,-15.0%,85.05,21.6%,转股中,2.51年,0.51年,16.5%,14.0%,9.4,3.77%,2.77%,3.57%,-2.32%,-2.83%,98.51,100.46,5.04,105.5,-2.0%,28%,13%,16%,0.27,0.57,-0.01,AA,5.0%,86,海印转债!
183,辉丰转债!,128012,辉丰股份,2496,石油天然气化工,98.941,0.36%,-0.36%,2.87,1.41%,6.0,0.7%,7.71,1.46,-62.8%,37.22,166%,转股中,2.38年,0.38年,19.5%,7.3%,8.4,2.82%,2.35%,2.73%,10.2%,8.55%,100.29,89.17,12.3,101.47,-2.5%,42%,<2%,17%,0.0,0.51,-0.47,A+,7.5%,88,辉丰转债!
184,顺昌转债!,128010,澳洋顺昌,2245,交通运输,103.98,-0.16%,0.16%,3.71,1.09%,0.9,0.2%,9.26,1.79,-59.9%,40.06,160%,转股中,2年47天,47天,14.0%,5.6%,5.1,3.27%,2.26%,3.06%,-6.73%,-7.88%,100.41,100.43,0.6,101.03,2.9%,40%,51%,17%,0.0,-0.57,0.56,AA,5.0%,36,顺昌转债!
185,广汽转债!,113009,广汽集团,601238,汽车,114.44,0.56%,-0.81%,11.72,-1.35%,1.0,0.0%,14.41,1.51,-18.7%,81.33,40.7%,转股中,2年47天,47天,2.1%,1.7%,25.5,-2.30%,-3.06%,-2.45%,-40.5%,-41.6%,100.58,100.42,2.37,102.79,11.3%,35%,39%,15%,0.18,-1.87,2.36,AAA,4.0%,16,广汽转债!
186,九州转债!,110034,九州通,600998,医药,106.26,-0.08%,0.08%,12.86,-1.76%,1.2,0.1%,18.32,1.54,-29.8%,70.2,51.4%,转股中,2年40天,40天,6.2%,4.4%,15.0,1.85%,0.92%,1.66%,-8.12%,-12.1%,102.54,100.72,1.84,102.57,3.6%,24%,29%,15%,0.0,-0.73,0.59,AA+,4.5%,30,九州转债!
187,国贸转债!,110033,厦门国贸,600755,交通运输,111.63,0.00%,-0.16%,6.96,-0.43%,1.8,0.1%,7.42,0.98,-6.2%,93.8,19.0%,转股中,2年30天,30天,9.4%,8.8%,12.1,-0.23%,-1.21%,-0.43%,-38.9%,-40.1%,100.70,102.54,6.04,108.58,2.8%,32%,23%,15%,0.37,-0.18,0.92,AAA,4.0%,22,国贸转债!
188,航信转债!!,110031,航天信息,600271,计算机及应用,112.61,-0.26%,0.26%,20.89,-0.05%,0.2,0.0%,41.94,3.5,-50.2%,49.81,126%,转股中,1.52年,回售中,6.2%,3.1%,24.0,-2.44%,-3.45%,-2.64%,回售中,回售中,100.23,102.28,0.0,102.28,10.1%,38%,80%,17%,0.0,-1.83,1.92,AAA,4.0%,17,航信转债!!
189,电气转债!,113008,上海电气,601727,能源电力,112.91,-0.38%,0.43%,4.7,0.21%,6.7,0.1%,5.13,1.16,-8.4%,91.62,23.2%,转股中,1年58天,回售中,6.3%,5.7%,44.7,-3.72%,-4.96%,-3.96%,回售中,回售中,103.00,103.91,2.59,106.5,6.0%,32%,33%,16%,0.24,-0.86,1.35,AAA,3.5%,23,电气转债!
190,格力转债!!,110030,格力地产,600185,地产,105.64,0.00%,0.00%,4.7,-0.84%,14.0,3.0%,5.0,1.23,-6.0%,94.0,12.4%,转股中,19天,回售中,4.4%,4.1%,4.2,6.53%,-13.8%,2.46%,回售中,回售中,103.00,105.78,0.0,105.78,-0.1%,33%,<2%,16%,0.0,0.03,-0.02,AA,4.0%,17,格力转债!!
