转债名称,转债代码,股票日期,股票名称,股票代码,所属行业,转债价格,涨跌_1,盘中套,股价,涨跌_2,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
兄弟转债,128021,,兄弟科技,002562,医药,108.645,0.13,-0.13,4.66,0.00,0.3,0.1,5.25,1.93,-11.2,88.76,22.4,0.0,4.00,2.00,12.0,10.7,5.1,0.39,-0.09,0.29,-2.44,-2.70,92.82,91.13,13.40,104.53,3.9,104.53,23,16,0.48,-0.49,1.45,200,5.0,21
国祯转债,123002,,国祯环保,300388,城市公用设施,123.023,-0.60,0.13,10.02,-0.60,0.5,0.1,8.60,2.04,16.5,116.51,5.6,0.0,3.99,1.99,7.4,8.6,5.0,-2.85,-3.29,-2.94,-8.14,-8.34,92.37,90.68,33.52,124.20,-0.9,124.20,16,16,0.80,0.85,0.76,200,5.0,10
水晶转债,128020,,水晶光电,002273,电子,124.4,1.47,0.25,13.37,2.37,13,0.9,12.23,3.77,9.3,109.32,13.8,0.0,3.97,1.97,7.4,8.1,11.2,-2.79,-3.28,-2.89,-8.82,-8.98,91.96,91.77,26.61,118.38,5.1,118.38,26,16,0.72,-0.46,1.93,200,5.0,21
济川转债,110038,,济川药业,600566,医药,106.46,-0.15,0.15,22.61,-1.18,0.3,0.0,38.81,3.23,-41.7,58.26,82.7,0.0,2.96,0.96,3.4,2.0,6.3,0.60,0.07,0.49,-4.50,-4.68,95.65,93.87,0.63,94.50,12.7,94.50,49,15,0.00,-2.23,2.36,200,5.0,27
嘉澳转债,113502,,嘉澳环保,603822,城市公用设施,97.14,-0.27,0.27,22,0.00,0.1,0.1,45.04,2.19,-51.2,48.85,98.9,0.0,3.95,1.95,11.5,5.6,1.9,3.78,3.18,3.66,2.67,2.40,90.94,89.59,2.26,91.84,5.8,91.84,42,17,0.01,-1.09,1.12,325,6.0,39
久立转2,128019,,久立特材,002318, 石油然气化工,120.401,0.33,0.00,8.53,0.47,22,1.8,7.92,2.31,7.7,107.70,11.8,0.0,3.95,1.95,14.5,15.6,10.4,-2.39,-2.83,-2.48,-7.43,-7.64,92.57,90.87,26.82,117.69,2.3,117.69,22,17,0.70,0.06,1.35,200,5.0,22
时达转债,128018,,新时达,002527,机械装备制造,95.288,-0.27,0.20,4.86,-0.61,0.2,0.0,7.45,1.21,-34.8,65.23,46.1,0.0,3.94,1.94,29.2,19.0,8.8,3.83,3.32,3.73,3.65,3.38,92.82,91.34,3.69,95.03,0.3,95.03,19,16,0.12,-0.01,0.24,200,5.0,47
小康转债,113016,,小康股份,601127,汽车,97,-0.11,-0.09,12.48,-0.95,0.5,0.1,17.12,2.37,-27.1,72.90,33.1,0.0,3.94,1.94,7.5,5.5,8.8,3.41,2.90,3.31,2.87,2.60,92.82,91.34,5.81,97.14,-0.1,97.14,17,16,0.21,0.14,0.30,200,5.0,41
金禾转债,128017,,金禾实业,002597, 石油然气化工,116.85,0.78,-0.58,19.13,0.53,0.4,0.1,22.96,2.65,-16.7,83.32,40.2,0.0,3.93,1.93,5.6,4.7,6.0,-1.60,-2.05,-1.69,-6.08,-6.30,92.65,90.96,10.94,101.90,14.7,101.90,38,17,0.38,-2.39,3.45,200,5.0,18
林洋转债,113014,,林洋能源,601222,能源电力,98.44,0.14,-0.14,4.38,0.00,13,0.4,8.59,0.80,-49.0,50.99,93.1,0.0,3.91,1.91,39.0,19.9,30.0,2.95,2.43,2.84,2.01,1.74,92.94,91.46,2.14,93.60,5.2,93.60,36,16,0.01,-0.98,1.00,200,5.0,27
雨虹转债,128016,,东方雨虹,002271,建筑,124.493,0.71,-0.69,24.65,0.04,7.7,0.3,22.43,4.18,9.9,109.90,13.3,0.0,3.83,1.83,5.0,5.5,18.4,-3.28,-3.73,-3.37,-9.33,-9.55,94.00,93.06,25.86,118.92,4.7,118.92,24,16,0.72,-0.32,1.77,375,4.5,18
国君转债,113013,,国泰君安,601211,金融,117.8,0.17,-0.12,16.62,0.12,19,0.2,19.40,1.24,-14.3,85.67,37.5,0.0,3.61,0,4.7,4.1,70.0,-2.07,-2.54,-2.16,0,0,0,95.16,9.14,104.30,12.9,104.30,36,17,0.39,-1.98,2.96,300,4.0,23
久其转债,128015,,久其软件,002279,计算机及应用,95.851,-0.21,0.19,5.6,-0.53,2.7,0.4,9.48,4.16,-40.9,59.07,62.3,0.0,3.53,1.53,19.6,11.6,7.8,4.55,3.89,4.42,4.10,3.79,90.82,87.06,4.76,91.82,4.4,91.82,32,17,0.03,-0.83,0.89,275,7.5,79
模塑转债,127004,,模塑科技,000700,汽车,95.454,-0.20,0.22,3.87,0.52,0.7,0.1,7.59,1.45,-49.0,50.99,87.2,0.0,3.51,1.51,25.6,13.1,8.2,5.34,4.55,5.19,4.48,4.14,94.79,96.64,0.34,96.98,-1.6,96.98,2,17,0.02,0.32,-0.26,200,5.0,94
永东转债,128014,,永东股份,002753, 石油然气化工,99.14,0.03,0.08,7.73,1.84,0.4,0.1,12.64,1.87,-38.8,61.16,62.1,0.0,3.38,1.38,11.6,7.1,3.4,3.82,3.11,3.67,2.34,1.98,93.99,92.60,2.77,95.37,4.0,95.37,32,17,0.06,-0.73,0.84,325,6.0,48
骆驼转债,113012,,骆驼股份,601311,汽车,101.13,0.03,-0.04,8.98,-0.22,0.9,0.2,13.29,1.25,-32.4,67.57,49.7,0.0,3.32,1.32,6.6,4.4,5.1,2.26,1.74,2.16,0.92,0.58,95.44,92.85,3.87,96.72,4.6,96.72,30,16,0.06,-0.81,0.94,200,5.0,23
光大转债,113011,,光大银行,601818,金融,119.8,-0.18,0.03,4.19,-0.24,59,0.2,3.97,0.71,5.5,105.54,13.5,0.0,3.30,0,13.6,14.4,300.0,-2.81,-3.31,-2.91,0,0,0,96.31,19.62,115.93,3.3,115.93,20,16,0.65,-0.03,1.34,300,4.0,30
洪涛转债,128013,,洪涛股份,002325,建筑,97.4,-0.05,0.05,3.09,0.98,4.4,0.4,8.00,1.20,-61.4,38.62,152,0.0,2.67,0.67,31.1,12.0,12.0,5.21,4.38,5.05,5.44,4.99,97.75,97.93,0.48,98.42,-1.0,98.42,2,16,0.00,0.21,-0.20,200,5.0,98
海印转债,127003,,海印股份,000861,商业零售,104.3,-0.38,-0.21,2.64,-1.86,1.0,0.1,3.01,1.68,-12.3,87.71,18.9,0.0,2.53,0.53,16.0,14.0,9.4,3.39,2.40,3.19,-3.45,-3.94,98.42,100.37,6.13,106.50,-2.1,106.50,13,16,0.32,0.64,0.03,200,5.0,93
辉丰转债,128012,,辉丰股份,002496, 石油然气化工,98.674,-0.13,0.13,2.84,-1.39,1.4,0.2,7.71,1.44,-63.2,36.84,168,0.0,2.40,0.40,19.7,7.3,8.4,2.89,2.42,2.80,10.3,8.65,100.16,89.05,12.05,101.10,-2.4,101.10,2,17,0.00,0.49,-0.46,275,7.5,93
顺昌转债,128010,,澳洋顺昌,002245,交通运输,104.555,0.04,-0.04,3.64,-1.62,2.4,0.5,9.26,1.76,-60.7,39.31,166,0.0,2,54,14.3,5.6,5.1,2.96,1.96,2.76,-8.03,-10.3,100.32,100.34,0.68,101.02,3.5,101.02,54,17,0.00,-0.68,0.67,200,5.0,38
广汽转债,113009,,广汽集团,601238,汽车,113.5,0.13,-0.05,11.66,0.43,1.4,0.0,14.41,1.51,-19.1,80.92,40.3,0.0,2,54,2.1,1.7,25.5,-1.90,-2.66,-2.05,-35.6,-36.6,100.51,100.35,2.38,102.72,10.5,102.72,37,15,0.18,-1.73,2.19,300,4.0,18
九州转债,110034,,九州通,600998,医药,106.21,0.08,-0.08,13.4,0.22,0.3,0.0,18.32,1.60,-26.9,73.14,45.2,0.0,2,47,6.0,4.4,15.0,1.86,0.94,1.67,-7.48,-11.1,102.46,100.64,1.65,102.29,3.8,102.29,27,15,0.00,-0.72,0.66,375,4.5,32
国贸转债,110033,,厦门国贸,600755,交通运输,111.77,-0.29,0.12,6.98,-0.43,1.2,0.1,7.42,0.98,-5.9,94.07,18.8,0.0,2,37,9.4,8.8,12.1,-0.31,-1.27,-0.50,-36.7,-37.8,100.62,102.46,6.28,108.74,2.8,108.74,23,15,0.38,-0.17,0.93,300,4.0,23
航信转债,110031,, 航信息,600271,计算机及应用,112.97,0.00,0.00,20.77,-0.10,0.3,0.0,41.94,3.48,-50.5,49.52,128,0.0,1.54,0,6.2,3.1,24.0,-2.61,-3.61,-2.81,0,0,100.23,102.20,0.00,102.21,10.5,102.21,82,17,0.00,-1.91,2.00,300,4.0,19
电气转债,113008,,上海电气,601727,能源电力,113.3,0.16,-0.26,4.69,-0.42,1.7,0.0,5.13,1.15,-8.6,91.42,23.9,0.0,1.18,0,6.3,5.7,44.7,-3.81,-5.03,-4.06,0,0,103.00,103.84,2.60,106.44,6.4,106.44,33,16,0.24,-0.94,1.43,300,3.5,24
格力转债,110030,,格力地产,600185,地产,105.66,-0.08,0.03,4.84,-1.02,9.3,2.1,5.00,1.27,-3.2,96.80,9.2,0.0,26,0,4.3,4.1,4.2,4.40,-10.8,1.36,0,0,103.00,105.70,0.03,105.73,-0.1,105.73,33,16,0.04,0.09,-0.01,200,4.0,19
