序号,转债名称,转债代码,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌.1,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度,转债名称.1
138,岩土转债!,128037,中化岩土,2542,建筑,95.12299999999999,0.20%,-0.20%,3.65,0.00%,1.4,0.2%,8.01,1.71,-54.4%,45.57,109%,转股中,4.28年,2.28年,9.1%,4.1%,6.0,4.15%,3.57%,4.04%,3.47%,3.19%,91.80,91.95,0.57,92.53,2.8%,44%,32%,16%,0.01,-0.54,0.55,AA,5.0%,52,岩土转债!
139,敖东转债!,127006,吉林敖东,623,金融,104.59,0.19%,-0.33%,15.48,-0.51%,38.0,1.5%,20.62,0.84,-24.9%,75.07,39.3%,转股中,4.27年,2.27年,13.4%,10.0%,24.1,0.85%,0.48%,0.78%,-1.00%,-1.17%,91.75,90.06,6.94,96.99,7.8%,31%,29%,16%,0.26,-1.29,1.87,AA+,4.5%,39,敖东转债!
140,长证转债!,127005,长江证券,783,金融,114.02,-0.24%,-0.01%,6.23,-0.64%,4.5,0.1%,7.43,1.28,-16.2%,83.85,36.0%,转股中,4.27年,无权,14.5%,12.2%,50.0,-0.92%,-1.33%,-1.00%,无权,无权,无权,93.1,10.88,103.98,9.7%,32%,32%,18%,0.4,-1.44,2.34,AAA,4.0%,27,长证转债!
141,星源转债!,123009,星源材质,300568,汽车,112.311,0.64%,0.38%,25.14,1.82%,0.2,0.0%,26.64,2.38,-5.6%,94.37,19.0%,转股中,4.26年,2.26年,8.3%,7.8%,4.8,-0.43%,-0.88%,-0.52%,-3.52%,-3.75%,91.67,89.99,18.67,108.66,3.4%,60%,24%,17%,0.56,-0.32,1.45,AA,5.0%,11,星源转债!
142,杭电转债!,113505,杭电股份,603618,能源电力,99.48,0.11%,0.03%,5.21,0.58%,1.1,0.1%,7.24,1.46,-28.0%,71.96,38.2%,转股中,4.25年,2.25年,20.8%,15.0%,7.5,3.06%,2.49%,2.95%,1.59%,1.31%,91.91,92.06,5.39,97.46,2.1%,40%,21%,16%,0.24,-0.35,0.81,AA,5.0%,45,杭电转债!
143,艾华转债!,113504,艾华集团,603989,电子,109.85,0.56%,0.65%,20.25,2.12%,0.4,0.0%,21.43,3.96,-5.5%,94.49,16.3%,转股中,4.24年,2.24年,8.7%,8.3%,6.9,0.21%,-0.27%,0.11%,-2.54%,-2.80%,91.96,90.48,18.01,108.5,1.2%,37%,20%,16%,0.57,0.09,1.06,AA,5.0%,17,艾华转债!
144,玲珑转债!,113019,玲珑轮胎,601966,汽车,124.42,-0.42%,0.69%,20.53,0.39%,0.7,0.0%,18.55,2.39,10.7%,110.67,12.4%,转股中,3.24年,1.24年,8.1%,9.0%,20.0,-2.97%,-3.66%,-3.11%,-12.3%,-12.5%,95.67,98.18,21.71,119.89,3.8%,30%,25%,16%,0.68,-0.16,1.52,AA+,4.5%,13,玲珑转债!
145,大族转债!,128035,大族激光,2008,机械装备制造,109.53,0.90%,-0.49%,36.65,3.59%,0.1,0.0%,52.3,4.79,-29.9%,70.08,56.3%,转股中,4.17年,2.17年,5.9%,4.1%,23.0,-0.25%,-0.63%,-0.33%,-1.88%,-2.26%,94.60,90.45,6.04,96.5,13.5%,42%,42%,16%,0.12,-2.29,2.72,AA+,4.5%,28,大族转债!
146,无锡转债!,110043,无锡银行,600908,金融,103.74,-0.13%,0.00%,5.22,-0.38%,1.8,0.1%,6.52,0.9,-19.9%,80.06,29.6%,转股中,4年56天,无权,31.1%,24.9%,30.0,1.35%,0.91%,1.27%,无权,无权,无权,91.57,9.49,101.06,2.7%,39%,23%,18%,0.36,-0.31,1.04,AA+,4.5%,55,无锡转债!
147,江银转债!,128034,江阴银行,2807,金融,106.506,0.00%,0.24%,4.38,0.46%,0.8,0.0%,4.68,0.87,-6.4%,93.59,13.8%,转股中,4年52天,无权,18.5%,17.3%,17.6,0.71%,0.27%,0.62%,无权,无权,无权,91.61,17.06,108.67,-2.0%,43%,17%,18%,0.54,0.8,0.31,AA+,4.5%,46,江银转债!
148,道氏转债!!,123007,道氏技术,300409,建筑,102.61,0.38%,-0.02%,10.97,1.48%,0.2,0.0%,15.05,2.15,-27.1%,72.89,40.8%,转股中,4年23天,2年23天,6.0%,4.4%,3.0,2.23%,1.67%,2.12%,0.41%,0.10%,91.06,88.9,7.41,96.3,6.5%,61%,29%,16%,0.25,-1.2,1.74,AA-,6.0%,19,道氏转债!!
149,迪龙转债!,128033,雪迪龙,2658,城市公用设施,98.803,-0.02%,-0.01%,6.49,-0.15%,0.4,0.1%,8.93,1.98,-27.3%,72.68,35.9%,转股中,4年22天,2年22天,13.2%,9.6%,5.2,2.81%,2.31%,2.71%,1.93%,1.65%,92.53,90.85,6.57,97.42,1.4%,38%,21%,17%,0.23,-0.15,0.61,AA,5.0%,44,迪龙转债!
150,吉视转债!,113017,吉视传媒,601929,传媒娱乐,97.09,-0.11%,0.11%,2.03,0.00%,9.5,0.6%,2.95,0.94,-31.2%,68.81,41.1%,转股中,4年22天,2年22天,24.7%,17.0%,15.6,3.26%,2.76%,3.16%,2.74%,2.46%,93.51,92.59,4.0,96.58,0.5%,28%,19%,16%,0.16,0.0,0.32,AA+,4.5%,32,吉视转债!
151,航电转债,110042,中航电子,600372,航空航天,115.05,-0.20%,0.36%,13.65,0.29%,0.0,0.0%,14.18,3.29,-3.7%,96.26,19.5%,转股中,4年20天,2年20天,10.0%,9.6%,24.0,-1.17%,-1.61%,-1.26%,-4.77%,-5.04%,94.76,93.99,16.02,110.0,4.6%,35%,25%,16%,0.55,-0.38,1.49,AAA,4.0%,13,航电转债
152,蒙电转债!,110041,内蒙华电,600863,能源电力,115.0,-0.22%,-0.17%,2.65,-0.75%,7.2,0.3%,2.82,1.33,-6.0%,93.97,22.4%,转股中,4年17天,2年17天,12.1%,11.4%,18.7,-0.91%,-1.40%,-1.01%,-4.73%,-5.01%,94.89,94.97,14.18,109.15,5.4%,24%,24%,16%,0.52,-0.59,1.64,AAA,4.0%,9,蒙电转债!
153,双环转债!,128032,双环传动,2472,机械装备制造,96.75,0.00%,0.07%,5.41,2.08%,7.4,0.8%,9.93,1.08,-45.5%,54.48,77.6%,转股中,4年20天,2年20天,26.9%,14.7%,10.0,3.48%,2.95%,3.37%,3.02%,2.72%,92.78,91.31,2.29,93.6,3.4%,34%,31%,16%,0.03,-0.63,0.68,AA,5.0%,32,双环转债!
154,天康转债!!,128030,天康生物,2100,农业,159.589,-3.34%,0.48%,12.22,-2.86%,16.0,5.4%,8.05,3.27,51.8%,151.8,5.1%,转股中,4年17天,2年17天,1.4%,2.1%,1.8,-8.36%,-8.86%,-8.46%,-13.7%,-13.9%,92.82,92.99,58.81,151.8,5.1%,41%,>100%,16%,1.0,-0.02,2.03,AA,5.0%,9,天康转债!!
155,太阳转债!,128029,太阳纸业,2078,造纸包装印刷,119.0,-1.12%,-0.79%,8.54,-3.39%,0.7,0.0%,8.65,1.61,-1.3%,98.73,20.5%,转股中,3年17天,1年17天,5.4%,5.3%,12.0,-3.08%,-3.56%,-3.18%,-11.8%,-12.0%,96.20,94.86,14.66,109.52,8.7%,37%,31%,16%,0.56,-1.15,2.35,AA+,4.5%,10,太阳转债!
156,赣锋转债!,128028,赣锋锂业,2460,有色金属,108.9,0.55%,-0.08%,28.71,2.83%,3.5,0.3%,42.28,4.69,-32.1%,67.9,60.4%,转股中,4年16天,2年16天,2.5%,1.7%,9.3,0.21%,-0.24%,0.12%,-2.70%,-2.92%,92.15,90.46,5.03,95.49,14.0%,55%,46%,17%,0.17,-2.41,2.97,AA,5.0%,17,赣锋转债!
157,铁汉转债!,123004,铁汉生态,300197,城市公用设施,99.281,0.28%,-0.28%,3.16,0.00%,1.9,0.2%,3.98,1.15,-20.6%,79.4,25.0%,转股中,4年13天,2年13天,11.2%,8.9%,8.3,2.70%,2.20%,2.60%,1.72%,1.44%,92.64,90.96,8.02,98.97,0.3%,57%,16%,15%,0.31,0.08,0.55,AA,5.0%,35,铁汉转债!
158,泰晶转债!,113503,泰晶科技,603738,电子,110.9,0.23%,0.07%,15.19,0.73%,5.0,7.0%,17.9,3.51,-15.1%,84.86,30.7%,转股中,4年10天,2年10天,2.5%,2.1%,0.6,0.45%,-0.13%,0.34%,-3.17%,-3.46%,93.01,93.18,10.64,103.82,6.8%,63%,28%,16%,0.41,-1.12,1.99,AA,5.0%,27,泰晶转债!
159,众兴转债!,128026,众兴菌业,2772,农业,93.03200000000001,0.09%,-0.10%,6.69,-0.30%,1.4,0.2%,11.54,1.02,-42.0%,57.97,60.5%,转股中,4年8天,2年8天,37.4%,21.7%,9.2,4.57%,4.03%,4.46%,5.00%,4.67%,91.14,88.22,4.0,92.22,0.9%,35%,22%,16%,0.05,-0.18,0.27,AA-,6.0%,57,众兴转债!
160,蓝思转债!,123003,蓝思科技,300433,电子,128.28799999999998,0.41%,-0.09%,13.16,0.38%,11.0,0.4%,10.44,3.02,26.1%,126.05,1.8%,转股中,4年3.5天,2年3.5天,4.1%,5.1%,22.3,-3.77%,-4.21%,-3.86%,-9.66%,-9.89%,93.73,92.8,40.16,132.96,-3.5%,56%,<2%,16%,0.84,1.53,0.21,AA+,4.5%,32,蓝思转债!
161,特一转债!,128025,特一药业,2728,医药,108.586,0.17%,-0.22%,16.07,-0.06%,0.1,0.0%,15.45,3.06,4.0%,104.01,4.4%,转股中,4年1.5天,2年1.5天,10.5%,10.9%,3.4,0.40%,-0.08%,0.30%,-2.40%,-2.67%,90.92,87.79,27.39,115.17,-5.7%,34%,7%,17%,0.7,1.59,-0.1,AA-,6.0%,32,特一转债!
162,亚太转债!,128023,亚太股份,2284,汽车,93.33,0.19%,-0.19%,4.63,0.43%,1.2,0.1%,10.34,1.35,-55.2%,44.78,108%,转股中,4.00年,2.00年,29.3%,13.1%,10.0,4.97%,4.33%,4.84%,4.85%,4.53%,93.04,93.21,0.37,93.58,-0.3%,37%,25%,17%,0.01,0.06,-0.03,AA,5.0%,56,亚太转债!
163,众信转债!,128022,众信旅游,2707,旅游餐饮酒店,99.34899999999999,0.26%,-0.38%,5.15,-0.96%,0.7,0.1%,7.91,1.98,-34.9%,65.11,52.6%,转股中,3.99年,1.99年,15.5%,10.1%,7.0,2.58%,2.10%,2.48%,1.49%,1.25%,92.36,90.66,4.3,94.97,4.6%,40%,28%,17%,0.13,-0.82,1.07,AA,5.0%,16,众信转债!
164,兄弟转债!,128021,兄弟科技,2562,医药,107.274,-0.49%,-0.07%,4.49,-1.32%,0.0,0.0%,5.25,1.86,-14.5%,85.52,25.4%,转股中,3.98年,1.98年,12.5%,10.7%,5.1,0.60%,0.13%,0.50%,-2.08%,-2.31%,92.39,90.7,11.64,102.34,4.8%,53%,24%,16%,0.43,-0.72,1.59,AA,5.0%,19,兄弟转债!
165,国祯转债!,123002,国祯环保,300388,城市公用设施,123.7,0.00%,0.00%,10.03,0.00%,1.0,0.2%,8.6,2.04,16.6%,116.63,6.1%,转股中,3.97年,1.97年,7.4%,8.6%,5.0,-3.00%,-3.44%,-3.09%,-8.44%,-8.64%,92.44,90.75,33.55,124.29,-0.5%,50%,17%,16%,0.8,0.75,0.85,AA,5.0%,9,国祯转债!
166,水晶转债!,128020,水晶光电,2273,电子,124.0,0.18%,0.20%,13.54,0.52%,2.2,0.2%,12.23,3.82,10.7%,110.71,12.0%,转股中,3.95年,1.95年,7.3%,8.1%,11.2,-2.77%,-3.27%,-2.87%,-8.83%,-8.99%,92.03,91.85,27.58,119.43,3.8%,50%,24%,16%,0.74,-0.22,1.7,AA,5.0%,19,水晶转债!
167,济川转债!,110038,济川药业,600566,医药,106.0,0.33%,-0.33%,21.39,-1.25%,0.0,0.0%,38.81,3.06,-44.9%,55.11,92.3%,转股中,2.94年,0.94年,3.6%,2.0%,6.3,0.74%,0.21%,0.63%,-4.22%,-4.40%,95.73,93.95,0.78,94.73,11.9%,36%,50%,15%,0.0,-2.16,2.24,AA,5.0%,25,济川转债!
168,嘉澳转债!,113502,嘉澳环保,603822,城市公用设施,96.69,-0.01%,0.00%,22.49,-0.75%,0.1,0.1%,45.04,2.24,-50.1%,49.93,93.6%,转股中,3.94年,1.94年,11.2%,5.6%,1.9,3.95%,3.34%,3.83%,2.98%,2.71%,91.02,89.67,2.28,91.95,5.2%,49%,39%,17%,0.02,-0.98,1.01,AA-,6.0%,36,嘉澳转债!
169,久立转2!,128019,久立特材,2318,石油天然气化工,119.20200000000001,-0.33%,-1.52%,8.49,-2.64%,0.8,0.1%,7.92,2.3,7.2%,107.2,11.2%,转股中,3.93年,1.93年,14.6%,15.6%,10.4,-2.10%,-2.55%,-2.19%,-6.97%,-7.18%,92.64,90.94,26.45,117.39,1.5%,33%,19%,17%,0.7,0.21,1.19,AA,5.0%,20,久立转2!
170,时达转债!,128018,新时达,2527,机械装备制造,95.921,0.44%,-0.54%,4.89,-0.81%,0.8,0.1%,7.45,1.21,-34.4%,65.64,46.1%,转股中,3.92年,1.92年,29.0%,19.0%,8.8,3.69%,3.18%,3.59%,3.39%,3.11%,92.89,91.41,3.74,95.15,0.8%,34%,19%,16%,0.12,-0.11,0.34,AA,5.0%,44,时达转债!
171,小康转债!,113016,小康股份,601127,汽车,97.11,0.02%,-0.08%,12.75,-0.23%,0.4,0.1%,17.12,2.43,-25.5%,74.47,30.4%,转股中,3.92年,1.92年,7.3%,5.5%,8.8,3.36%,2.85%,3.26%,2.78%,2.51%,92.89,91.41,6.21,97.62,-0.5%,30%,16%,16%,0.24,0.24,0.25,AA,5.0%,39,小康转债!
172,金禾转债!,128017,金禾实业,2597,石油天然气化工,115.27,0.23%,-0.25%,19.13,-0.05%,0.1,0.0%,22.96,2.65,-16.7%,83.32,38.3%,转股中,3.91年,1.91年,5.6%,4.7%,6.0,-1.26%,-1.71%,-1.35%,-5.51%,-5.73%,92.73,91.03,10.86,101.89,13.1%,35%,35%,17%,0.38,-2.15,3.15,AA,5.0%,17,金禾转债!
173,林洋转债!,113014,林洋能源,601222,能源电力,98.6,0.04%,-0.04%,4.41,0.00%,2.3,0.1%,8.59,0.8,-48.7%,51.34,92.1%,转股中,3.90年,1.90年,38.7%,19.9%,30.0,2.98%,2.46%,2.87%,2.06%,1.78%,93.02,91.53,2.05,93.58,5.4%,36%,36%,16%,0.01,-1.0,1.02,AA,5.0%,25,林洋转债!
174,雨虹转债!,128016,东方雨虹,2271,建筑,122.969,0.12%,-1.09%,23.13,-1.49%,0.5,0.0%,22.43,3.93,3.1%,103.12,19.2%,转股中,3.81年,1.81年,5.4%,5.5%,18.4,-2.98%,-3.43%,-3.07%,-8.83%,-9.05%,94.06,93.13,20.82,113.94,7.9%,51%,29%,16%,0.65,-0.98,2.35,AA+,4.5%,17,雨虹转债!
175,国君转债!,113013,国泰君安,601211,金融,118.2,-0.37%,0.15%,16.88,-0.53%,12.0,0.1%,19.4,1.26,-13.0%,87.01,35.8%,转股中,3.59年,无权,4.7%,4.1%,70.0,-2.20%,-2.67%,-2.29%,无权,无权,无权,95.22,9.76,104.98,12.6%,27%,36%,17%,0.41,-1.9,2.89,AAA,4.0%,22,国君转债!
176,久其转债!,128015,久其软件,2279,计算机及应用,95.779,0.19%,-0.21%,5.66,-0.53%,1.3,0.2%,9.48,4.21,-40.3%,59.7,60.4%,转股中,3.51年,1.51年,19.4%,11.6%,7.8,4.59%,3.93%,4.46%,4.19%,3.87%,90.92,87.16,4.83,92.0,4.1%,45%,30%,17%,0.04,-0.78,0.85,A+,7.5%,72,久其转债!
177,模塑转债!,127004,模塑科技,700,汽车,95.10700000000001,0.10%,-0.03%,3.89,3.46%,1.0,0.1%,7.59,1.46,-48.7%,51.25,85.6%,转股中,3.49年,1.49年,25.5%,13.1%,8.2,5.52%,4.72%,5.36%,4.84%,4.48%,94.86,96.72,0.35,97.07,-2.0%,35%,<2%,17%,0.02,0.42,-0.35,AA,5.0%,91,模塑转债!
178,永东转债!,128014,永东股份,2753,石油天然气化工,98.613,0.21%,-0.20%,7.41,0.41%,0.1,0.0%,12.64,1.79,-41.4%,58.62,68.2%,转股中,3.37年,1.37年,12.1%,7.1%,3.4,4.02%,3.31%,3.88%,2.77%,2.40%,94.08,92.68,2.44,95.12,3.7%,52%,32%,17%,0.03,-0.7,0.74,AA-,6.0%,42,永东转债!
179,骆驼转债!,113012,骆驼股份,601311,汽车,100.63,-0.17%,0.17%,8.69,0.00%,4.0,0.8%,13.29,1.2,-34.6%,65.39,53.9%,转股中,3.30年,1.30年,6.8%,4.4%,5.1,2.44%,1.92%,2.34%,1.31%,0.96%,95.52,92.92,3.57,96.49,4.3%,34%,31%,16%,0.06,-0.77,0.88,AA,5.0%,21,骆驼转债!
180,光大转债,113011,光大银行,601818,金融,119.63,-0.04%,-0.27%,4.17,-0.48%,54.0,0.2%,3.97,0.71,5.0%,105.04,13.9%,转股中,3.28年,无权,13.7%,14.4%,300.0,-2.77%,-3.28%,-2.87%,无权,无权,无权,96.37,19.17,115.54,3.5%,20%,20%,16%,0.65,-0.07,1.36,AAA,4.0%,28,光大转债
181,洪涛转债!,128013,洪涛股份,2325,建筑,97.11,0.30%,-0.30%,3.08,-0.32%,5.7,0.5%,8.0,1.2,-61.5%,38.5,152%,转股中,2.65年,0.65年,31.2%,12.0%,12.0,5.37%,4.53%,5.21%,5.96%,5.50%,97.83,98.01,0.43,98.44,-1.3%,33%,<2%,16%,0.0,0.27,-0.26,AA,5.0%,94,洪涛转债!
182,海印转债!,127003,海印股份,861,商业零售,103.48,0.02%,-0.51%,2.55,-1.92%,0.5,0.1%,3.01,1.62,-15.3%,84.72,22.1%,转股中,2.51年,0.51年,16.5%,14.0%,9.4,3.74%,2.74%,3.54%,-2.39%,-2.90%,98.50,100.45,4.91,105.36,-1.8%,28%,13%,16%,0.26,0.52,0.02,AA,5.0%,87,海印转债!
183,辉丰转债!,128012,辉丰股份,2496,石油天然气化工,98.943,0.37%,-0.37%,2.84,0.35%,4.7,0.6%,7.71,1.44,-63.2%,36.84,169%,转股中,2.38年,0.38年,19.7%,7.3%,8.4,2.82%,2.35%,2.72%,10.2%,8.51%,100.28,89.16,11.97,101.13,-2.2%,42%,<2%,17%,0.0,0.44,-0.41,A+,7.5%,89,辉丰转债!
184,顺昌转债!,128010,澳洋顺昌,2245,交通运输,103.905,-0.24%,0.24%,3.71,1.09%,0.5,0.1%,9.26,1.79,-59.9%,40.06,159%,转股中,2年48天,48天,14.0%,5.6%,5.1,3.30%,2.29%,3.10%,-6.45%,-7.59%,100.40,100.42,0.61,101.02,2.9%,40%,52%,17%,0.0,-0.55,0.54,AA,5.0%,36,顺昌转债!
185,广汽转债!,113009,广汽集团,601238,汽车,114.4,0.53%,-0.83%,11.68,-1.68%,0.1,0.0%,14.41,1.51,-18.9%,81.05,41.1%,转股中,2年48天,48天,2.1%,1.7%,25.5,-2.20%,-2.96%,-2.35%,-39.5%,-40.6%,100.57,100.41,2.31,102.72,11.4%,35%,36%,15%,0.18,-1.88,2.36,AAA,4.0%,16,广汽转债!
186,九州转债!,110034,九州通,600998,医药,106.3,-0.04%,0.04%,13.02,-0.53%,0.1,0.0%,18.32,1.55,-28.9%,71.07,49.6%,转股中,2年41天,41天,6.1%,4.4%,15.0,1.83%,0.90%,1.64%,-8.17%,-12.1%,102.53,100.71,1.9,102.61,3.6%,24%,29%,15%,0.0,-0.77,0.6,AA+,4.5%,31,九州转债!
187,国贸转债!,110033,厦门国贸,600755,交通运输,111.69,0.05%,-0.11%,6.98,-0.14%,0.1,0.0%,7.42,0.98,-5.9%,94.07,18.7%,转股中,2年31天,31天,9.4%,8.8%,12.1,-0.26%,-1.23%,-0.45%,-38.7%,-39.9%,100.69,102.53,6.16,108.69,2.8%,32%,22%,15%,0.37,-0.17,0.92,AAA,4.0%,21,国贸转债!
188,航信转债!!,110031,航天信息,600271,计算机及应用,112.71,-0.17%,0.17%,20.89,-0.05%,0.1,0.0%,41.94,3.5,-50.2%,49.81,126%,转股中,1.52年,回售中,6.2%,3.1%,24.0,-2.49%,-3.50%,-2.69%,回售中,回售中,100.23,102.27,0.0,102.27,10.2%,38%,81%,17%,0.0,-1.85,1.94,AAA,4.0%,18,航信转债!!
189,电气转债!,113008,上海电气,601727,能源电力,113.0,-0.30%,0.25%,4.68,-0.21%,4.0,0.1%,5.13,1.15,-8.8%,91.23,23.9%,转股中,1年59天,回售中,6.3%,5.7%,44.7,-3.77%,-5.02%,-4.02%,回售中,回售中,103.00,103.9,2.5,106.4,6.2%,33%,33%,16%,0.23,-0.9,1.38,AAA,3.5%,23,电气转债!
190,格力转债!!,110030,格力地产,600185,地产,105.63,-0.01%,0.01%,4.71,-0.63%,7.5,1.7%,5.0,1.24,-5.8%,94.2,12.1%,转股中,20天,回售中,4.4%,4.1%,4.2,6.42%,-13.1%,2.52%,回售中,回售中,103.00,105.77,0.0,105.77,-0.1%,33%,<2%,16%,0.01,0.04,-0.02,AA,4.0%,17,格力转债!!
