序号,转债名称,转债代码,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌.1,转债成交额,转债换手率,剩余本息,转股价格,P/B,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,信用,折现率,热门度,转债名称.1
147,杭电转债!,113505,杭电股份,603618,能源电力,99.52,0.21%,0.08%,5.32,1.14%,1.9,0.2%,112.8,7.24,1.49,73.48,35.4%,转股中,4.23年,2.23年,20.4%,15.0%,7.5,3.07%,2.49%,2.96%,1.59%,1.31%,92.02,92.17,5.88,98.06,1.5%,40%,20%,16%,0.26,AA,5.0%,43,杭电转债!
148,艾华转债!,113504,艾华集团,603989,电子,114.0,0.85%,0.24%,20.65,1.82%,4.3,0.5%,110.8,21.43,4.04,96.36,18.3%,转股中,4.22年,2.22年,8.6%,8.3%,6.9,-0.69%,-1.15%,-0.78%,-4.09%,-4.34%,92.07,90.6,19.18,109.77,3.8%,38%,23%,16%,0.6,AA,5.0%,16,艾华转债!
149,玲珑转债!,113019,玲珑轮胎,601966,汽车,129.89,0.07%,2.11%,22.3,2.81%,9.7,0.4%,113.0,18.55,2.6,120.22,8.0%,转股中,3.21年,1.21年,7.5%,9.0%,20.0,-4.30%,-4.98%,-4.43%,-15.0%,-15.2%,95.78,98.29,29.02,127.31,2.0%,29%,25%,16%,0.77,AA+,4.5%,12,玲珑转债!
150,大族转债!,128035,大族激光,2008,机械装备制造,111.251,0.63%,-0.50%,38.18,0.74%,15.0,0.6%,108.4,52.3,4.98,73.0,52.4%,转股中,4年54天,2年54天,5.6%,4.1%,23.0,-0.63%,-1.01%,-0.71%,-2.56%,-2.95%,94.70,90.55,7.05,97.6,14.0%,43%,41%,16%,0.18,AA+,4.5%,26,大族转债!
151,无锡转债!,110043,无锡银行,600908,金融,104.21,0.72%,-0.05%,5.38,1.70%,28.0,0.9%,109.6,6.52,0.93,82.52,26.3%,转股中,4年47天,无权,30.2%,24.9%,30.0,1.24%,0.80%,1.16%,无权,无权,无权,91.67,10.65,102.32,1.8%,39%,22%,18%,0.39,AA+,4.5%,54,无锡转债!
152,江银转债!,128034,江阴银行,2807,金融,109.87,2.10%,-1.46%,4.53,1.12%,12.0,0.6%,109.6,4.68,0.9,96.79,13.5%,转股中,4年43天,无权,17.9%,17.3%,17.6,-0.04%,-0.48%,-0.13%,无权,无权,无权,91.72,19.02,110.74,-0.8%,43%,16%,18%,0.57,AA+,4.5%,46,江银转债!
153,道氏转债!!,123007,道氏技术,300409,建筑,103.82,0.73%,0.22%,11.46,3.24%,0.7,0.2%,112.0,15.05,2.25,76.15,36.3%,转股中,4年14天,2年14天,5.8%,4.4%,3.0,2.02%,1.46%,1.91%,0.02%,-0.30%,91.19,89.02,8.69,97.71,6.2%,61%,29%,16%,0.3,AA-,6.0%,18,道氏转债!!
154,迪龙转债!,128033,雪迪龙,2658,城市公用设施,99.8,0.50%,-0.12%,6.64,1.53%,1.1,0.2%,110.3,8.93,2.03,74.36,34.2%,转股中,4年13天,2年13天,12.9%,9.6%,5.2,2.56%,2.07%,2.46%,1.48%,1.20%,92.65,90.96,7.03,97.98,1.9%,38%,22%,17%,0.25,AA,5.0%,42,迪龙转债!
155,吉视转债!,113017,吉视传媒,601929,传媒娱乐,98.41,0.34%,-0.16%,2.08,0.97%,7.5,0.5%,110.3,2.95,0.96,70.51,39.6%,转股中,4年13天,2年13天,24.1%,17.0%,15.6,2.93%,2.43%,2.83%,2.13%,1.85%,93.62,92.69,4.38,97.07,1.4%,28%,20%,16%,0.18,AA+,4.5%,34,吉视转债!
156,航电转债,110042,中航电子,600372,航空航天,116.0,0.13%,0.40%,13.59,0.97%,0.4,0.0%,109.8,14.18,3.27,95.84,21.0%,转股中,4年11天,2年11天,10.0%,9.6%,24.0,-1.38%,-1.82%,-1.47%,-5.19%,-5.45%,94.85,94.08,15.69,109.77,5.7%,35%,27%,16%,0.55,AAA,4.0%,13,航电转债
157,蒙电转债!,110041,内蒙华电,600863,能源电力,115.41,0.72%,-0.32%,2.68,0.75%,6.4,0.3%,110.9,2.82,1.34,95.04,21.4%,转股中,4年8天,2年8天,12.0%,11.4%,18.7,-1.03%,-1.52%,-1.12%,-4.97%,-5.25%,94.98,95.06,14.73,109.79,5.1%,24%,24%,16%,0.53,AAA,4.0%,8,蒙电转债!
158,双环转债!,128032,双环传动,2472,机械装备制造,97.26,0.39%,-0.35%,5.39,1.32%,9.6,1.0%,110.8,9.93,1.08,54.28,79.2%,转股中,4年11天,2年11天,27.0%,14.7%,10.0,3.43%,2.90%,3.33%,2.93%,2.63%,92.90,91.42,2.24,93.66,3.8%,34%,31%,16%,0.03,AA,5.0%,32,双环转债!
159,天康转债!!,128030,天康生物,2100,农业,152.76,-0.55%,0.63%,11.6,0.09%,10.0,3.6%,112.8,8.05,3.1,144.1,6.0%,转股中,4年8天,2年8天,1.5%,2.1%,1.8,-7.42%,-7.93%,-7.52%,-12.8%,-12.9%,92.93,93.1,51.12,144.22,5.9%,41%,>100%,16%,1.0,AA,5.0%,9,天康转债!!
160,太阳转债!,128029,太阳纸业,2078,造纸包装印刷,125.16,0.57%,0.70%,9.27,1.87%,1.9,0.1%,108.3,8.65,1.75,107.17,16.8%,转股中,3年8天,1年8天,5.0%,5.3%,12.0,-4.74%,-5.22%,-4.83%,-15.6%,-15.8%,96.31,94.96,20.47,115.43,8.4%,36%,34%,16%,0.68,AA+,4.5%,10,太阳转债!
161,赣锋转债!,128028,赣锋锂业,2460,有色金属,112.073,3.67%,-3.09%,28.74,3.46%,35.0,3.4%,109.8,42.28,4.7,67.98,64.9%,转股中,4年7天,2年7天,2.5%,1.7%,9.3,-0.43%,-0.88%,-0.52%,-3.86%,-4.08%,92.26,90.57,4.98,95.55,17.3%,55%,46%,17%,0.17,AA,5.0%,16,赣锋转债!
162,铁汉转债!,123004,铁汉生态,300197,城市公用设施,99.583,0.19%,-0.27%,2.97,-0.34%,10.0,1.2%,110.3,3.98,1.08,74.62,33.4%,转股中,4年4.4天,2年4.4天,12.0%,8.9%,8.3,2.58%,2.08%,2.48%,1.50%,1.22%,92.76,91.07,5.98,97.05,2.6%,56%,21%,15%,0.24,AA,5.0%,33,铁汉转债!
163,泰晶转债!,113503,泰晶科技,603738,电子,113.0,0.57%,-0.51%,16.61,0.12%,8.9,12.3%,112.9,17.9,3.83,92.79,21.8%,转股中,4年1.4天,2年1.4天,2.3%,2.1%,0.6,-0.02%,-0.61%,-0.14%,-4.05%,-4.33%,93.12,93.29,15.29,108.58,4.1%,63%,23%,16%,0.52,AA,5.0%,27,泰晶转债!
164,众兴转债!,128026,众兴菌业,2772,农业,92.72,0.18%,-0.15%,6.71,0.60%,4.5,0.5%,110.9,11.54,1.02,58.15,59.5%,转股中,4.00年,2.00年,37.3%,21.7%,9.2,4.69%,4.14%,4.58%,5.22%,4.88%,91.28,88.35,3.96,92.31,0.4%,34%,22%,16%,0.05,AA-,6.0%,54,众兴转债!
165,蓝思转债!,123003,蓝思科技,300433,电子,135.44,2.83%,-0.04%,14.2,3.12%,204.0,7.7%,109.8,10.44,3.26,136.02,-0.4%,转股中,3.99年,1.99年,3.3%,4.5%,19.7,-5.20%,-5.62%,-5.29%,-12.1%,-12.3%,93.33,92.4,49.06,141.46,-4.3%,57%,<2%,16%,0.89,AA+,4.5%,30,蓝思转债!
166,特一转债!,128025,特一药业,2728,医药,110.9,0.18%,0.17%,16.4,0.49%,4.2,1.1%,109.8,15.45,3.13,106.15,4.5%,转股中,3.98年,1.98年,10.3%,10.9%,3.4,-0.28%,-0.73%,-0.37%,-3.64%,-3.86%,90.56,87.41,28.6,116.01,-4.4%,34%,10%,17%,0.72,AA-,6.0%,30,特一转债!
167,亚太转债!,128023,亚太股份,2284,汽车,93.884,0.21%,-0.20%,4.88,0.41%,1.5,0.2%,112.3,10.34,1.43,47.2,98.9%,转股中,3.98年,1.98年,27.8%,13.1%,10.0,4.69%,4.09%,4.57%,4.35%,4.08%,92.66,92.83,0.71,93.54,0.4%,38%,25%,17%,0.01,AA,5.0%,59,亚太转债!
168,众信转债!,128022,众信旅游,2707,旅游餐饮酒店,99.9,0.37%,-0.41%,5.63,-0.18%,4.6,0.7%,109.8,7.91,2.16,71.18,40.4%,转股中,3.97年,1.97年,14.1%,10.1%,7.0,2.46%,1.98%,2.36%,1.26%,1.02%,92.47,90.77,5.89,96.67,3.3%,40%,24%,17%,0.2,AA,5.0%,16,众信转债!
169,兄弟转债!,128021,兄弟科技,2562,医药,110.73299999999999,0.36%,-0.67%,4.68,-0.64%,0.8,0.2%,109.8,5.25,1.94,89.14,24.2%,转股中,3.96年,1.96年,12.0%,10.7%,5.1,-0.22%,-0.68%,-0.31%,-3.57%,-3.79%,92.51,90.81,13.5,104.31,6.2%,53%,26%,16%,0.48,AA,5.0%,18,兄弟转债!
170,国祯转债!,123002,国祯环保,300388,城市公用设施,127.441,0.32%,-0.48%,10.76,-0.19%,2.6,0.4%,109.8,8.6,2.19,125.12,1.9%,转股中,3.95年,1.95年,6.9%,8.6%,5.0,-3.76%,-4.19%,-3.85%,-9.82%,-10.0%,92.55,90.86,40.74,131.59,-3.2%,50%,<2%,16%,0.85,AA,5.0%,9,国祯转债!
171,水晶转债!,128020,水晶光电,2273,电子,141.26,5.42%,-1.05%,17.35,4.77%,288.0,23.3%,111.1,12.23,4.89,141.86,-0.4%,转股中,3.93年,1.93年,4.6%,6.5%,8.9,-6.00%,-6.47%,-6.09%,-11.5%,-11.6%,92.15,91.96,54.41,146.37,-3.5%,50%,<2%,16%,0.92,AA,5.0%,19,水晶转债!
172,济川转债!,110038,济川药业,600566,医药,105.84,-0.08%,0.08%,22.28,0.95%,2.5,0.4%,108.3,38.81,3.19,57.41,84.4%,转股中,2.92年,0.92年,3.5%,2.0%,6.3,0.80%,0.26%,0.69%,-4.18%,-4.36%,95.84,94.06,0.75,94.81,11.6%,36%,50%,15%,0.0,AA,5.0%,25,济川转债!
173,嘉澳转债!,113502,嘉澳环保,603822,城市公用设施,97.2,0.21%,-0.19%,22.77,0.98%,0.6,0.3%,112.3,45.04,2.27,50.56,92.3%,转股中,3.91年,1.91年,11.1%,5.6%,1.9,3.82%,3.21%,3.70%,2.73%,2.45%,91.16,89.8,2.18,91.99,5.7%,49%,40%,17%,0.02,AA-,6.0%,35,嘉澳转债!
174,久立转2!,128019,久立特材,2318,石油天然气化工,125.2,0.68%,0.61%,9.33,1.63%,5.6,0.4%,109.8,7.92,2.53,117.8,6.3%,转股中,3.91年,1.91年,13.2%,15.6%,10.4,-3.34%,-3.78%,-3.43%,-9.20%,-9.41%,92.75,91.05,34.91,125.97,-0.6%,33%,19%,17%,0.79,AA,5.0%,19,久立转2!
175,时达转债!,128018,新时达,2527,机械装备制造,95.806,0.17%,0.02%,5.03,1.41%,0.8,0.1%,110.3,7.45,1.25,67.52,41.9%,转股中,3.90年,1.90年,28.2%,19.0%,8.8,3.75%,3.22%,3.64%,3.49%,3.21%,93.01,91.52,3.99,95.52,0.3%,34%,19%,16%,0.14,AA,5.0%,44,时达转债!
176,小康转债!,113016,小康股份,601127,汽车,98.19,0.41%,-0.21%,12.63,0.88%,2.6,0.3%,110.3,17.12,2.4,73.77,33.1%,转股中,3.90年,1.90年,7.4%,5.5%,8.8,3.09%,2.57%,2.98%,2.26%,1.99%,93.01,91.52,5.87,97.39,0.8%,29%,18%,16%,0.23,AA,5.0%,37,小康转债!
177,金禾转债!,128017,金禾实业,2597,石油天然气化工,117.2,0.60%,0.01%,20.51,1.28%,0.4,0.1%,109.8,22.96,2.84,89.33,31.2%,转股中,3.89年,1.89年,5.2%,4.7%,6.0,-1.69%,-2.15%,-1.78%,-6.34%,-6.56%,92.84,91.14,14.02,105.16,11.4%,35%,35%,17%,0.48,AA,5.0%,16,金禾转债!
178,林洋转债!,113014,林洋能源,601222,能源电力,99.1,-0.07%,0.10%,4.61,2.67%,8.3,0.3%,110.3,8.59,0.84,53.67,84.7%,转股中,3.87年,1.87年,37.0%,19.9%,30.0,2.80%,2.29%,2.70%,1.73%,1.45%,93.13,91.64,2.1,93.74,5.7%,36%,36%,16%,0.01,AA,5.0%,25,林洋转债!
179,雨虹转债!,128016,东方雨虹,2271,建筑,125.20200000000001,0.00%,1.55%,23.91,2.27%,7.1,0.3%,109.8,22.4,4.06,106.74,17.3%,转股中,3.78年,1.78年,5.2%,5.5%,18.4,-3.47%,-3.92%,-3.56%,-9.78%,-10.0%,94.17,93.23,23.13,116.36,7.6%,51%,32%,16%,0.69,AA+,4.5%,15,雨虹转债!
180,国君转债!,113013,国泰君安,601211,金融,120.3,1.56%,0.04%,17.96,3.28%,121.0,1.4%,109.3,19.4,1.34,92.58,29.9%,转股中,3.57年,无权,4.4%,4.1%,70.0,-2.70%,-3.17%,-2.80%,无权,无权,无权,95.31,12.86,108.17,11.2%,27%,33%,17%,0.49,AAA,4.0%,23,国君转债!
181,久其转债!,128015,久其软件,2279,计算机及应用,95.775,0.06%,-0.04%,5.93,0.17%,4.8,0.6%,111.8,9.48,4.41,62.55,53.1%,转股中,3.49年,1.49年,18.5%,11.6%,7.8,4.62%,3.96%,4.49%,4.25%,3.92%,91.09,87.32,5.22,92.54,3.5%,45%,28%,17%,0.07,A+,7.5%,69,久其转债!
182,模塑转债!,127004,模塑科技,700,汽车,95.512,0.15%,-0.14%,4.02,0.50%,5.6,0.7%,114.3,7.59,1.5,52.96,80.3%,转股中,3.47年,1.47年,24.7%,13.1%,8.2,5.43%,4.63%,5.27%,4.64%,4.28%,94.98,96.84,0.44,97.28,-1.8%,35%,<2%,17%,0.03,AA,5.0%,88,模塑转债!
183,永东转债!,128014,永东股份,2753,石油天然气化工,99.0,-0.03%,0.05%,7.52,0.53%,1.1,0.3%,112.3,12.64,1.82,59.49,66.4%,转股中,3.34年,1.34年,11.9%,7.1%,3.4,3.93%,3.21%,3.78%,2.55%,2.17%,94.22,92.82,2.43,95.25,3.9%,52%,33%,17%,0.04,AA-,6.0%,41,永东转债!
184,骆驼转债!,113012,骆驼股份,601311,汽车,101.7,-0.01%,0.14%,8.82,1.97%,4.1,0.8%,108.8,13.29,1.22,66.37,53.2%,转股中,3.28年,1.28年,6.7%,4.4%,5.1,2.11%,1.59%,2.01%,0.56%,0.21%,95.64,93.03,3.68,96.71,5.2%,34%,33%,16%,0.07,AA,5.0%,20,骆驼转债!
185,光大转债,113011,光大银行,601818,金融,123.31,1.49%,0.18%,4.41,2.32%,255.0,0.7%,109.3,3.97,0.75,111.08,11.0%,转股中,3.26年,无权,13.0%,14.4%,300.0,-3.71%,-4.21%,-3.81%,无权,无权,无权,96.47,23.68,120.15,2.6%,20%,20%,16%,0.72,AAA,4.0%,27,光大转债
186,洪涛转债!,128013,洪涛股份,2325,建筑,96.65,-0.10%,0.10%,3.09,1.64%,19.0,1.6%,111.3,8.0,1.2,38.62,150%,转股中,2.63年,0.63年,31.1%,12.0%,12.0,5.65%,4.79%,5.48%,6.88%,6.39%,97.95,98.13,0.59,98.72,-2.1%,33%,<2%,16%,0.0,AA,5.0%,93,洪涛转债!
187,海印转债!,127003,海印股份,861,商业零售,104.0,0.31%,0.03%,2.6,1.17%,1.5,0.2%,113.3,3.01,1.65,86.38,20.4%,转股中,2.49年,0.49年,16.2%,14.0%,9.4,3.57%,2.56%,3.37%,-3.22%,-3.74%,98.62,100.57,5.49,106.06,-1.9%,28%,14%,16%,0.29,AA,5.0%,82,海印转债!
188,辉丰转债!,128012,辉丰股份,2496,石油天然气化工,98.83200000000001,-0.17%,0.17%,2.86,1.06%,6.2,0.7%,105.6,7.71,1.45,37.09,166%,转股中,2.35年,0.35年,19.6%,7.3%,8.4,2.88%,2.40%,2.78%,10.8%,9.06%,100.46,89.32,12.18,101.5,-2.6%,42%,<2%,17%,0.0,A+,7.5%,83,辉丰转债!
189,顺昌转债!,128010,澳洋顺昌,2245,交通运输,104.67,0.12%,-0.12%,4.02,3.34%,1.1,0.2%,111.2,9.26,1.94,43.41,141%,转股中,2年39天,39天,12.9%,5.6%,5.1,2.98%,1.96%,2.77%,-10.9%,-12.2%,100.52,100.54,0.7,101.24,3.4%,40%,51%,17%,0.0,AA,5.0%,37,顺昌转债!
190,广汽转债!,113009,广汽集团,601238,汽车,113.6,0.08%,-0.05%,11.71,0.17%,14.0,0.5%,109.0,14.41,1.51,81.26,39.8%,转股中,2年39天,39天,2.1%,1.7%,25.5,-2.02%,-2.79%,-2.17%,-41.7%,-42.8%,100.67,100.51,2.31,102.82,10.5%,35%,37%,15%,0.18,AAA,4.0%,15,广汽转债!
191,九州转债!,110034,九州通,600998,医药,106.9,0.10%,-0.10%,13.37,1.44%,0.2,0.0%,110.4,18.32,1.6,72.98,46.5%,转股中,2年32天,32天,6.0%,4.4%,15.0,1.62%,0.69%,1.43%,-12.2%,-15.2%,102.65,100.82,1.54,102.37,4.4%,24%,29%,15%,0.0,AA+,4.5%,31,九州转债!
192,国贸转债!,110033,厦门国贸,600755,交通运输,112.11,0.51%,0.38%,7.21,2.12%,2.9,0.2%,111.1,7.42,1.02,97.17,15.4%,转股中,2年22天,22天,9.1%,8.8%,12.1,-0.42%,-1.40%,-0.61%,-44.4%,-45.8%,100.79,102.63,7.47,110.1,1.8%,32%,21%,15%,0.42,AAA,4.0%,22,国贸转债!
193,航信转债!!,110031,航天信息,600271,计算机及应用,114.13,0.09%,-0.09%,21.9,0.92%,4.5,0.2%,108.5,41.94,3.67,52.22,119%,转股中,1.50年,回售中,5.9%,3.1%,24.0,-3.35%,-4.37%,-3.56%,回售中,回售中,100.23,102.37,0.0,102.37,11.5%,38%,83%,17%,0.0,AAA,4.0%,16,航信转债!!
194,电气转债!,113008,上海电气,601727,能源电力,110.81,0.02%,0.42%,4.75,1.71%,45.0,0.9%,108.1,5.13,1.17,92.59,19.7%,转股中,1年50天,回售中,6.2%,5.7%,44.7,-2.17%,-3.47%,-2.43%,回售中,回售中,103.00,103.99,2.81,106.8,3.8%,31%,31%,16%,0.26,AAA,3.5%,22,电气转债!
